time,pm10,pm2.5,co,no,no2,so2,o3,aqi
1/01/2022 0:00,24.67,21.7,158.77083,0.03779089,3.6006804,1.2609731,52.70214,71
1/01/2022 1:00,24.67,21.7,157.89919,0.02376725,3.4382699,1.2290826,52.888874,71
1/01/2022 2:00,24.67,21.7,157.42606,0.017551754,3.2881806,1.2184862,53.006836,71
1/01/2022 3:00,24.67,21.7,157.0059,0.014171111,3.1715777,1.2137247,53.150036,71
1/01/2022 4:00,24.67,21.7,156.35101,0.014367497,3.0118604,1.2260629,53.324802,71
1/01/2022 5:00,24.67,21.7,156.4255,0.023119804,2.9174922,1.2474502,53.49258,71
1/01/2022 6:00,24.67,21.7,156.11809,0.05424944,2.8661172,1.2576256,53.656235,71
1/01/2022 7:00,24.67,21.7,156.0059,0.11292864,2.7882242,1.2666605,54.051228,71
1/01/2022 8:00,24.67,21.7,155.34824,0.20864809,2.6693559,1.273854,54.578304,71
1/01/2022 9:00,24.67,21.7,154.53459,0.32621184,2.5152254,1.2670732,55.31554,71
1/01/2022 10:00,24.67,21.7,154.02043,0.40518692,2.4101043,1.26713,56.532806,71
1/01/2022 11:00,24.67,21.7,153.31934,0.42818278,2.3855884,1.2702537,57.682076,71
1/01/2022 12:00,24.67,21.7,153.04007,0.39449123,2.4166524,1.2610785,58.72583,71
1/01/2022 13:00,24.67,21.7,152.77995,0.3341833,2.5082722,1.2593787,59.557205,71
1/01/2022 14:00,24.67,21.7,153.51099,0.25131434,2.6801646,1.2465365,60.045345,71
1/01/2022 15:00,24.67,21.7,154.82025,0.15657118,2.8975093,1.2461166,60.0801,71
1/01/2022 16:00,24.67,21.7,156.78032,0.07901029,3.132833,1.246518,59.54668,71
1/01/2022 17:00,24.67,21.7,158.83145,0.047607653,3.3437192,1.2572215,58.869053,71
1/01/2022 18:00,24.67,21.7,160.15913,0.04478066,3.4948096,1.2632618,58.20815,71
1/01/2022 19:00,24.67,21.7,161.07707,0.046564452,3.4893472,1.2718786,57.646233,71
1/01/2022 20:00,24.67,21.7,162.03697,0.046347596,3.4306645,1.2694116,57.266796,71
1/01/2022 21:00,24.67,21.7,161.87578,0.043072756,3.295734,1.251951,57.04767,71
1/01/2022 22:00,24.67,21.7,161.88347,0.037802417,3.1513503,1.2157574,56.814842,71
1/01/2022 23:00,24.67,21.7,160.84021,0.030592803,2.941946,1.179174,56.701283,71
2/01/2022 0:00,21.4,17.53,158.75615,0.024678139,2.823951,1.1627997,56.665688,62
2/01/2022 1:00,21.4,17.53,158.11899,0.020016171,2.6699858,1.1408815,56.631004,62
2/01/2022 2:00,21.4,17.53,157.39827,0.016649472,2.5342515,1.109616,56.60296,62
2/01/2022 3:00,21.4,17.53,156.69026,0.014627512,2.4018457,1.1080054,56.68353,62
2/01/2022 4:00,21.4,17.53,156.1318,0.014484067,2.3164845,1.1114498,56.655266,62
2/01/2022 5:00,21.4,17.53,155.62282,0.021360777,2.2998028,1.1355579,56.5875,62
2/01/2022 6:00,21.4,17.53,155.9715,0.049547926,2.322059,1.148529,56.57309,62
2/01/2022 7:00,21.4,17.53,155.54356,0.10065105,2.318657,1.1781613,56.807507,62
2/01/2022 8:00,21.4,17.53,155.02173,0.18149242,2.2768536,1.1740029,57.219376,62
2/01/2022 9:00,21.4,17.53,154.29427,0.2820238,2.1862252,1.1867119,57.90432,62
2/01/2022 10:00,21.4,17.53,153.26335,0.3379741,2.1182413,1.1795623,59.035736,62
2/01/2022 11:00,21.4,17.53,152.82242,0.34621418,2.1348476,1.1697725,60.06081,62
2/01/2022 12:00,21.4,17.53,152.013,0.31948787,2.169192,1.1613098,61.007824,62
2/01/2022 13:00,21.4,17.53,152.02289,0.27003038,2.2597773,1.1760345,61.75193,62
2/01/2022 14:00,21.4,17.53,152.72345,0.19830804,2.4330294,1.180445,62.0581,62
2/01/2022 15:00,21.4,17.53,154.09798,0.115218244,2.6700864,1.2006202,61.91574,62
2/01/2022 16:00,21.4,17.53,156.22578,0.060397368,2.908428,1.1982898,61.227257,62
2/01/2022 17:00,21.4,17.53,158.25795,0.034837384,3.1298018,1.2065827,60.43445,62
2/01/2022 18:00,21.4,17.53,159.72646,0.027732378,3.2580595,1.2105707,59.617992,62
2/01/2022 19:00,21.4,17.53,160.08882,0.027239252,3.2460868,1.2000649,58.97748,62
2/01/2022 20:00,21.4,17.53,160.21869,0.026586384,3.1669333,1.1903131,58.623634,62
2/01/2022 21:00,21.4,17.53,159.84612,0.023818681,3.034465,1.1667761,58.384117,62
2/01/2022 22:00,21.4,17.53,159.82407,0.020225398,2.6232798,1.1449575,58.29814,62
2/01/2022 23:00,21.4,17.53,158.53354,0.016786883,2.6894443,1.1201895,58.31383,62
3/01/2022 0:00,52.81,37.66,159.41962,0.013255266,2.532968,1.0967087,58.211266,106
3/01/2022 1:00,52.81,37.66,159.12251,0.010659617,2.3723252,1.0796843,58.21149,106
3/01/2022 2:00,52.81,37.66,158.5459,0.009373656,2.2545924,1.0700977,58.171055,106
3/01/2022 3:00,52.81,37.66,158.1444,0.009229263,2.1712344,1.0669563,58.16394,106
3/01/2022 4:00,52.81,37.66,157.84207,0.012128256,2.1474314,1.0906035,58.201477,106
3/01/2022 5:00,52.81,37.66,157.81285,0.024843913,2.2625682,1.1177784,58.06029,106
3/01/2022 6:00,52.81,37.66,158.08324,0.06618847,2.485098,1.1526493,57.854687,106
3/01/2022 7:00,52.81,37.66,158.41237,0.13802008,2.6870441,1.1669922,57.820747,106
3/01/2022 8:00,52.81,37.66,157.5211,0.23355803,2.7641702,1.1822692,58.042015,106
3/01/2022 9:00,52.81,37.66,157.01782,0.33708206,2.6804438,1.1817147,58.68528,106
3/01/2022 10:00,52.81,37.66,156.29167,0.3892378,2.286113,1.1904031,59.646416,106
3/01/2022 11:00,52.81,37.66,155.48279,0.39059925,2.4967499,1.1862291,60.636436,106
3/01/2022 12:00,52.81,37.66,154.91225,0.35395688,2.49231,1.1833196,61.631496,106
3/01/2022 13:00,52.81,37.66,154.7252,0.29475805,2.5598285,1.1775031,62.338394,106
3/01/2022 14:00,52.81,37.66,155.7144,0.2205116,2.790915,1.1947911,62.557713,106
3/01/2022 15:00,52.81,37.66,157.22601,0.14066721,3.1144483,1.2067975,62.34206,106
3/01/2022 16:00,52.81,37.66,158.94714,0.08984751,3.4486601,1.2239702,61.682777,106
3/01/2022 17:00,52.81,37.66,161.24188,0.0565647,3.718688,1.2517701,61.000046,106
3/01/2022 18:00,52.81,37.66,162.52267,0.04461063,3.820489,1.281478,60.175373,106
3/01/2022 19:00,52.81,37.66,163.34549,0.041455425,3.78186,1.294244,59.533073,106
3/01/2022 20:00,52.81,37.66,163.81537,0.03655463,3.6335213,1.3095757,59.259884,106
3/01/2022 21:00,52.81,37.66,163.93515,0.03074348,3.454684,1.2888904,59.088818,106
3/01/2022 22:00,52.81,37.66,163.55948,0.025475968,3.2656949,1.2572103,58.82686,106
3/01/2022 23:00,52.81,37.66,162.6987,0.02034053,3.0572264,1.2247791,58.71534,106
4/01/2022 0:00,55.91,40.04,161.73228,0.015426713,2.8382232,1.1965675,58.679573,112
4/01/2022 1:00,55.91,40.04,160.99603,0.012104292,2.6369376,1.1743299,58.684273,112
4/01/2022 2:00,55.91,40.04,159.95921,0.01040332,2.5197332,1.1563495,58.681007,112
4/01/2022 3:00,55.91,40.04,159.59232,0.01002208,2.4288256,1.1517488,58.64857,112
4/01/2022 4:00,55.91,40.04,159.78925,0.014377865,2.4151142,1.1642015,58.58734,112
4/01/2022 5:00,55.91,40.04,160.34077,0.030769369,2.5185926,1.1949964,58.4372,112
4/01/2022 6:00,55.91,40.04,161.05879,0.0774131,2.7944553,1.227694,58.20924,112
4/01/2022 7:00,55.91,40.04,161.4443,0.15322362,3.04624,1.2642093,58.183777,112
4/01/2022 8:00,55.91,40.04,161.22844,0.25470915,3.1767366,1.2962458,58.45545,112
4/01/2022 9:00,55.91,40.04,160.30275,0.3508854,3.0708601,1.3105845,59.170315,112
4/01/2022 10:00,55.91,40.04,159.5174,0.3903487,2.9041483,1.3078467,60.2663,112
4/01/2022 11:00,55.91,40.04,158.63065,0.3844263,2.8143728,1.2996556,61.309498,112
4/01/2022 12:00,55.91,40.04,158.31262,0.34424406,2.8010223,1.2918321,62.30234,112
4/01/2022 13:00,55.91,40.04,158.41853,0.281844,2.9118543,1.283588,62.845795,112
4/01/2022 14:00,55.91,40.04,159.26762,0.20267239,3.120408,1.2865442,62.965843,112
4/01/2022 15:00,55.91,40.04,160.54753,0.12962438,3.393444,1.3052673,62.666027,112
4/01/2022 16:00,55.91,40.04,162.42473,0.08687069,3.650645,1.3160487,62.114307,112
4/01/2022 17:00,55.91,40.04,164.37572,0.06297425,3.8124208,1.3379321,61.59456,112
4/01/2022 18:00,55.91,40.04,165.63535,0.055050034,3.808892,1.3529866,61.172714,112
4/01/2022 19:00,55.91,40.04,166.14099,0.048735872,3.683418,1.3567195,60.9858,112
4/01/2022 20:00,55.91,40.04,165.985,0.042574257,3.4916565,1.3508345,60.939938,112
4/01/2022 21:00,55.91,40.04,165.65367,0.035634488,3.2617233,1.3271682,61.01657,112
4/01/2022 22:00,55.91,40.04,164.55507,0.028986556,3.0429885,1.291126,61.092842,112
4/01/2022 23:00,55.91,40.04,163.46242,0.023474101,2.8268154,1.259959,61.138565,112
5/01/2022 0:00,59.46,45.53,162.24179,0.018964892,2.6155012,1.2257549,61.178795,126
5/01/2022 1:00,59.46,45.53,161.08272,0.014753858,2.424575,1.196124,61.1606,126
5/01/2022 2:00,59.46,45.53,160.28944,0.012977209,2.302205,1.18209,61.120937,126
5/01/2022 3:00,59.46,45.53,159.8323,0.011990504,2.2151518,1.1765176,61.13219,126
5/01/2022 4:00,59.46,45.53,159.74673,0.014380695,2.2180192,1.1845176,61.016716,126
5/01/2022 5:00,59.46,45.53,160.04944,0.029439988,2.3312614,1.2109637,60.843727,126
5/01/2022 6:00,59.46,45.53,160.74107,0.07153728,2.5279229,1.2422256,60.588665,126
5/01/2022 7:00,59.46,45.53,160.58423,0.14053866,2.7826464,1.2635376,60.50707,126
5/01/2022 8:00,59.46,45.53,159.91368,0.21076475,2.8923328,1.2783433,60.653797,126
5/01/2022 9:00,59.46,45.53,159.12366,0.280282,2.8150003,1.2794542,61.29426,126
5/01/2022 10:00,59.46,45.53,158.16632,0.31628016,2.6401927,1.2668968,62.33755,126
5/01/2022 11:00,59.46,45.53,156.9984,0.31717455,2.529685,1.2495131,63.315605,126
5/01/2022 12:00,59.46,45.53,156.55696,0.286157,2.4971735,1.238727,64.17295,126
5/01/2022 13:00,59.46,45.53,156.47302,0.23451746,2.5515435,1.2216101,64.82334,126
5/01/2022 14:00,59.46,45.53,157.15472,0.16218434,2.750383,1.2163059,65.06753,126
5/01/2022 15:00,59.46,45.53,158.33304,0.0894139,3.015373,1.2163049,64.79599,126
5/01/2022 16:00,59.46,45.53,160.05458,0.050334793,3.2797866,1.209361,64.07863,126
5/01/2022 17:00,59.46,45.53,161.70029,0.034056958,3.4820578,1.2189325,63.29925,126
5/01/2022 18:00,59.46,45.53,162.60637,0.028930426,3.5745003,1.2265153,62.625965,126
5/01/2022 19:00,59.46,45.53,162.63196,0.026021415,3.5127714,1.2296942,62.203934,126
5/01/2022 20:00,59.46,45.53,163.16481,0.021688761,3.374112,1.2197795,61.948475,126
5/01/2022 21:00,59.46,45.53,162.76996,0.01765209,3.173078,1.1961346,61.856056,126
5/01/2022 22:00,59.46,45.53,161.9178,0.014174513,2.9815292,1.1684762,62.469604,126
5/01/2022 23:00,59.46,45.53,160.70518,0.011118394,2.7667658,1.1325485,61.74592,126
6/01/2022 0:00,39.41,33.64,159.78082,0.008560673,2.5736763,1.0992217,61.63022,96
6/01/2022 1:00,39.41,33.64,159.03873,0.00739009,2.3989973,1.0678526,61.54566,96
6/01/2022 2:00,39.41,33.64,158.0494,0.007035132,2.2725143,1.042707,61.54853,96
6/01/2022 3:00,39.41,33.64,157.41702,0.007271716,2.193075,1.0328383,61.580906,96
6/01/2022 4:00,39.41,33.64,157.49037,0.010619001,2.2187572,1.033245,61.417328,96
6/01/2022 5:00,39.41,33.64,158.39409,0.027082006,2.3377259,1.053607,61.16212,96
6/01/2022 6:00,39.41,33.64,159.21727,0.07528,2.565428,1.0811901,60.82198,96
6/01/2022 7:00,39.41,33.64,159.60478,0.15063429,2.8180742,1.1044716,60.67236,96
6/01/2022 8:00,39.41,33.64,159.18443,0.23556645,2.9691474,1.1180637,60.809204,96
6/01/2022 9:00,39.41,33.64,158.35591,0.3497996,2.915184,1.1211567,61.45536,96
6/01/2022 10:00,39.41,33.64,157.2984,0.40676212,2.6570604,1.1211227,62.672558,96
6/01/2022 11:00,39.41,33.64,156.29092,0.38576058,2.5188322,1.1144654,63.738934,96
6/01/2022 12:00,39.41,33.64,155.76892,0.33521163,2.4416575,1.1077259,64.675285,96
6/01/2022 13:00,39.41,33.64,155.72775,0.26750517,2.4742866,1.0951552,65.38501,96
6/01/2022 14:00,39.41,33.64,156.31412,0.17972152,2.6593623,1.0973603,65.57215,96
6/01/2022 15:00,39.41,33.64,157.99432,0.09808921,2.946402,1.1054525,65.31364,96
6/01/2022 16:00,39.41,33.64,160.34116,0.05563083,3.2594378,1.1025449,64.546585,96
6/01/2022 17:00,39.41,33.64,162.6592,0.04032618,3.5618732,1.1137259,63.604122,96
6/01/2022 18:00,39.41,33.64,164.30318,0.034690894,3.7006297,1.132816,62.91321,96
6/01/2022 19:00,39.41,33.64,165.36264,0.031119287,3.3667881,1.1365496,62.397797,96
6/01/2022 20:00,39.41,33.64,165.65321,0.027744826,3.5343935,1.14078,62.086464,96
6/01/2022 21:00,39.41,33.64,165.92128,0.023788253,3.3526664,1.1264961,61.932182,96
6/01/2022 22:00,39.41,33.64,165.43892,0.018942302,3.1608272,1.100809,61.900352,96
6/01/2022 23:00,39.41,33.64,164.35301,0.014036262,2.9215658,1.0706347,61.898293,96
7/01/2022 0:00,25.34,20.76,163.22607,0.010917638,2.70725,1.0429696,61.873585,69
7/01/2022 1:00,25.34,20.76,162.07144,0.008536484,2.5204597,1.032121,61.86532,69
7/01/2022 2:00,25.34,20.76,161.42892,0.007783313,2.423328,1.0337962,61.861954,69
7/01/2022 3:00,25.34,20.76,160.9336,0.007693901,2.3365018,1.0431317,61.87513,69
7/01/2022 4:00,25.34,20.76,160.48297,0.010246629,2.3293576,1.0669708,61.827,69
7/01/2022 5:00,25.34,20.76,160.96129,0.02419958,2.430783,1.098779,61.66957,69
7/01/2022 6:00,25.34,20.76,161.81046,0.068011336,2.644828,1.1359034,61.476925,69
7/01/2022 7:00,25.34,20.76,162.14081,0.1450814,2.8949034,1.1745237,61.4837,69
7/01/2022 8:00,25.34,20.76,161.4595,0.2501208,2.9846544,1.2018868,61.91002,69
7/01/2022 9:00,25.34,20.76,159.85303,0.3536493,2.8150337,1.2112659,62.78347,69
7/01/2022 10:00,25.34,20.76,158.44937,0.39458582,2.587857,1.2025343,64.058105,69
7/01/2022 11:00,25.34,20.76,157.52357,0.3849493,2.4463854,1.1942372,65.22081,69
7/01/2022 12:00,25.34,20.76,156.85837,0.33877796,2.431502,1.1893373,66.22397,69
7/01/2022 13:00,25.34,20.76,156.97256,0.27126265,2.51956,1.181352,66.86632,69
7/01/2022 14:00,25.34,20.76,157.93753,0.18440029,2.7394154,1.1924257,67.14258,69
7/01/2022 15:00,25.34,20.76,159.53673,0.099373594,3.0554981,1.2170073,66.88337,69
7/01/2022 16:00,25.34,20.76,161.67397,0.053087357,3.4083722,1.2296642,66.17576,69
7/01/2022 17:00,25.34,20.76,164.25534,0.03421021,3.6720073,1.2543968,65.43986,69
7/01/2022 18:00,25.34,20.76,166.3429,0.029040372,3.7659714,1.2839345,64.74362,69
7/01/2022 19:00,25.34,20.76,167.7098,0.027823405,3.7252924,1.3056306,64.23676,69
7/01/2022 20:00,25.34,20.76,168.3959,0.026539195,3.5929663,1.3183335,63.98834,69
7/01/2022 21:00,25.34,20.76,168.64471,0.024473742,3.4227254,1.3147058,63.837128,69
7/01/2022 22:00,25.34,20.76,168.1047,0.021259107,3.2375562,1.294926,63.733906,69
7/01/2022 23:00,25.34,20.76,167.28836,0.017979411,3.0470917,1.2676454,63.620087,69
8/01/2022 0:00,15.73,14.88,166.52287,0.015265167,2.8607004,1.2478714,63.49228,57
8/01/2022 1:00,15.73,14.88,166.00159,0.013118002,2.7058241,1.2311647,63.322838,57
8/01/2022 2:00,15.73,14.88,165.50081,0.011695143,2.561941,1.2236805,63.175972,57
8/01/2022 3:00,15.73,14.88,164.61037,0.011056108,2.459828,1.2159802,63.138073,57
8/01/2022 4:00,15.73,14.88,164.90501,0.01160903,2.4172091,1.2409686,62.952423,57
8/01/2022 5:00,15.73,14.88,164.96324,0.02176163,2.45575,1.2689847,62.87533,57
8/01/2022 6:00,15.73,14.88,165.61511,0.05748274,2.514568,1.2968789,62.731632,57
8/01/2022 7:00,15.73,14.88,165.6932,0.11795208,2.5968156,1.3332776,62.776035,57
8/01/2022 8:00,15.73,14.88,165.66139,0.20285806,2.634247,1.3642236,63.187366,57
8/01/2022 9:00,15.73,14.88,165.22803,0.29785228,2.5864341,1.3829741,63.83028,57
8/01/2022 10:00,15.73,14.88,164.05054,0.35125694,2.4898794,1.3923231,64.83948,57
8/01/2022 11:00,15.73,14.88,163.33324,0.3528962,2.450443,1.3825057,65.79199,57
8/01/2022 12:00,15.73,14.88,162.4877,0.31576523,2.4720964,1.369538,66.579575,57
8/01/2022 13:00,15.73,14.88,162.35251,0.25372145,2.5679047,1.3589777,67.17551,57
8/01/2022 14:00,15.73,14.88,163.54657,0.1723165,2.7531662,1.3637059,67.366554,57
8/01/2022 15:00,15.73,14.88,164.78801,0.09180384,2.9555004,1.3774227,67.227905,57
8/01/2022 16:00,15.73,14.88,166.51888,0.04610082,3.164838,1.3868191,66.76179,57
8/01/2022 17:00,15.73,14.88,169.24968,0.029904878,3.3630786,1.4134105,66.18807,57
8/01/2022 18:00,15.73,14.88,170.66371,0.026225142,3.4568536,1.453219,65.46964,57
8/01/2022 19:00,15.73,14.88,172.37115,0.028483195,3.4420807,1.4715286,64.8648,57
8/01/2022 20:00,15.73,14.88,172.88719,0.029794281,3.3312898,1.4869908,64.49543,57
8/01/2022 21:00,15.73,14.88,173.07767,0.028597217,3.2037766,1.4596283,64.24068,57
8/01/2022 22:00,15.73,14.88,172.25983,0.025402162,3.0484762,1.4344833,64.09618,57
8/01/2022 23:00,15.73,14.88,171.314,0.02053512,2.8889909,1.4124002,63.915047,57
9/01/2022 0:00,23.73,23.04,170.07463,0.016741762,2.711655,1.3793337,63.665714,74
9/01/2022 1:00,23.73,23.04,169.17058,0.01410654,2.564468,1.3409541,63.521782,74
9/01/2022 2:00,23.73,23.04,168.57298,0.011397629,2.4330533,1.314817,63.289852,74
9/01/2022 3:00,23.73,23.04,167.23453,0.009759415,2.3225048,1.3007663,63.16344,74
9/01/2022 4:00,23.73,23.04,166.67462,0.010583186,2.263595,1.2942259,63.027767,74
9/01/2022 5:00,23.73,23.04,166.87851,0.020670341,2.2627282,1.308744,62.865723,74
9/01/2022 6:00,23.73,23.04,166.77037,0.05158352,2.282779,1.3261867,62.71579,74
9/01/2022 7:00,23.73,23.04,166.72427,0.09491053,2.318405,1.3593373,62.69461,74
9/01/2022 8:00,23.73,23.04,166.04556,0.16842023,2.3091242,1.369262,62.78975,74
9/01/2022 9:00,23.73,23.04,164.97829,0.24402554,2.280888,1.3642576,63.15775,74
9/01/2022 10:00,23.73,23.04,163.826,0.28954697,2.2569501,1.3693261,63.91628,74
9/01/2022 11:00,23.73,23.04,162.91612,0.2964809,2.2420456,1.354709,64.72511,74
9/01/2022 12:00,23.73,23.04,162.39395,0.27200198,2.2776818,1.337804,65.30805,74
9/01/2022 13:00,23.73,23.04,162.11942,0.22485024,2.370094,1.3113186,65.7432,74
9/01/2022 14:00,23.73,23.04,163.31082,0.15438385,2.5539258,1.3069086,65.7218,74
9/01/2022 15:00,23.73,23.04,164.77925,0.0801388,2.8085437,1.3048569,65.32392,74
9/01/2022 16:00,23.73,23.04,166.76747,0.044000722,3.08786,1.3064145,64.50419,74
9/01/2022 17:00,23.73,23.04,169.4808,0.029914059,3.3425868,1.3042215,63.60486,74
9/01/2022 18:00,23.73,23.04,171.67963,0.025812378,3.4868026,1.3069417,62.888264,74
9/01/2022 19:00,23.73,23.04,173.43204,0.025575764,3.531655,1.304015,62.24782,74
9/01/2022 20:00,23.73,23.04,174.24268,0.02440925,3.510221,1.2824855,61.745815,74
9/01/2022 21:00,23.73,23.04,174.5606,0.022029147,3.456273,1.2632886,61.340233,74
9/01/2022 22:00,23.73,23.04,174.32852,0.018444382,3.3292818,1.2395362,61.04603,74
9/01/2022 23:00,23.73,23.04,173.3449,0.015651977,3.1623683,1.2059703,60.856777,74
10/01/2022 0:00,10.04,9.64,172.38544,0.013442284,3.0049171,1.1757082,60.661804,40
10/01/2022 1:00,10.04,9.64,171.36198,0.013210483,2.8514683,1.1445247,60.47873,40
10/01/2022 2:00,10.04,9.64,170.5396,0.013531618,2.7212887,1.1259769,60.2693,40
10/01/2022 3:00,10.04,9.64,168.82837,0.014268956,2.6200695,1.1051656,60.17268,40
10/01/2022 4:00,10.04,9.64,168.53206,0.017669054,2.6192322,1.1078931,59.987686,40
10/01/2022 5:00,10.04,9.64,168.72517,0.029435985,2.8029797,1.123995,59.736267,40
10/01/2022 6:00,10.04,9.64,169.63329,0.06725658,3.1245124,1.157527,59.483116,40
10/01/2022 7:00,10.04,9.64,170.27383,0.13723934,3.4786997,1.1806571,59.34938,40
10/01/2022 8:00,10.04,9.64,170.48431,0.25296706,3.672022,1.1966991,59.36152,40
10/01/2022 9:00,10.04,9.64,169.89798,0.394331,3.5697246,1.2029961,59.830524,40
10/01/2022 10:00,10.04,9.64,168.51465,0.4745659,3.369021,1.2045401,60.69678,40
10/01/2022 11:00,10.04,9.64,167.66042,0.4863763,3.239121,1.2022574,61.595654,40
10/01/2022 12:00,10.04,9.64,167.06013,0.45293728,3.2014115,1.1914359,62.36179,40
10/01/2022 13:00,10.04,9.64,166.91664,0.3907997,3.2942455,1.1776291,62.85527,40
10/01/2022 14:00,10.04,9.64,167.32524,0.29790306,3.519401,1.1697032,62.983307,40
10/01/2022 15:00,10.04,9.64,168.85805,0.1817254,3.8461442,1.1714517,62.67151,40
10/01/2022 16:00,10.04,9.64,170.78711,0.10619542,4.166984,1.1707796,62.11498,40
10/01/2022 17:00,10.04,9.64,172.97751,0.08401489,4.35212,1.1825956,61.51407,40
10/01/2022 18:00,10.04,9.64,174.84537,0.074263655,4.3276377,1.2006953,61.061516,40
10/01/2022 19:00,10.04,9.64,175.59467,0.06328335,4.2578225,1.210067,60.803204,40
10/01/2022 20:00,10.04,9.64,176.0759,0.051912874,4.098928,1.204658,60.654224,40
10/01/2022 21:00,10.04,9.64,176.44368,0.04315208,3.9066262,1.1887661,60.47674,40
10/01/2022 22:00,10.04,9.64,176.1337,0.033786483,3.685649,1.1573404,60.37298,40
10/01/2022 23:00,10.04,9.64,175.37422,0.023691751,3.4497573,1.1335601,60.342747,40
11/01/2022 0:00,10.94,10.5,174.52895,0.017213942,3.2360437,1.1153982,60.275917,44
11/01/2022 1:00,10.94,10.5,173.46507,0.01316417,3.0126703,1.1097186,60.328857,44
11/01/2022 2:00,10.94,10.5,172.6378,0.010656416,2.867006,1.1132601,60.28322,44
11/01/2022 3:00,10.94,10.5,171.99211,0.009680006,2.7635658,1.1185443,60.239246,44
11/01/2022 4:00,10.94,10.5,171.75659,0.011671615,2.7500775,1.133617,60.166504,44
11/01/2022 5:00,10.94,10.5,172.04633,0.021560209,2.8783514,1.1572059,60.01662,44
11/01/2022 6:00,10.94,10.5,172.6686,0.05748891,3.1443186,1.1880194,59.79636,44
11/01/2022 7:00,10.94,10.5,173.14911,0.12655318,3.4782207,1.2209096,59.61068,44
11/01/2022 8:00,10.94,10.5,173.37605,0.2523391,3.651755,1.2437559,59.67306,44
11/01/2022 9:00,10.94,10.5,172.7968,0.40575358,3.5660946,1.248563,60.184128,44
11/01/2022 10:00,10.94,10.5,171.32164,0.5049853,3.3399096,1.2428869,61.15366,44
11/01/2022 11:00,10.94,10.5,170.54349,0.5251363,3.2021568,1.2240711,62.123196,44
11/01/2022 12:00,10.94,10.5,169.82947,0.492197,3.1708107,1.2123474,63.036182,44
11/01/2022 13:00,10.94,10.5,169.72716,0.42262262,3.2797818,1.199537,63.626102,44
11/01/2022 14:00,10.94,10.5,170.60216,0.32160875,3.5253172,1.1978898,63.935783,44
11/01/2022 15:00,10.94,10.5,171.98674,0.20175873,3.8593347,1.2057264,63.73238,44
11/01/2022 16:00,10.94,10.5,174.44,0.11605162,4.2613387,1.2017688,63.013695,44
11/01/2022 17:00,10.94,10.5,177.05168,0.08388367,4.5684423,1.2143149,62.136517,44
11/01/2022 18:00,10.94,10.5,179.35765,0.07533914,4.6930156,1.2331316,61.346123,44
11/01/2022 19:00,10.94,10.5,180.57721,0.06771614,4.619189,1.24871,60.84266,44
11/01/2022 20:00,10.94,10.5,181.34021,0.058527544,4.4342885,1.2480266,60.58716,44
11/01/2022 21:00,10.94,10.5,180.98965,0.04918559,4.22004,1.2499799,60.395905,44
11/01/2022 22:00,10.94,10.5,180.69922,0.039733253,4.0025463,1.2296685,60.332565,44
11/01/2022 23:00,10.94,10.5,179.65897,0.02971137,3.7746208,1.2043412,60.240334,44
12/01/2022 0:00,14.99,13.45,178.58607,0.0224972,3.5490754,1.1790789,60.16614,54
12/01/2022 1:00,14.99,13.45,177.81052,0.018915728,3.350472,1.1660823,60.026855,54
12/01/2022 2:00,14.99,13.45,176.94635,0.017744092,3.2028143,1.1661853,59.88466,54
12/01/2022 3:00,14.99,13.45,175.84222,0.017668571,3.1051989,1.1564695,59.72677,54
12/01/2022 4:00,14.99,13.45,175.58395,0.019421497,3.0842757,1.164058,59.554802,54
12/01/2022 5:00,14.99,13.45,175.64192,0.032483675,3.2003174,1.1891049,59.42272,54
12/01/2022 6:00,14.99,13.45,175.85162,0.07530561,3.4581637,1.2237626,59.20403,54
12/01/2022 7:00,14.99,13.45,176.97609,0.16504943,3.7902663,1.2620116,59.03415,54
12/01/2022 8:00,14.99,13.45,176.81548,0.3265975,3.914693,1.2874473,59.234116,54
12/01/2022 9:00,14.99,13.45,175.48427,0.518462,3.7491083,1.2992579,59.836872,54
12/01/2022 10:00,14.99,13.45,174.18343,0.6266395,3.5113657,1.2935723,61.084484,54
12/01/2022 11:00,14.99,13.45,172.74573,0.6388258,3.3359575,1.2813824,62.230083,54
12/01/2022 12:00,14.99,13.45,171.4604,0.58939207,3.2962632,1.2779573,63.226265,54
12/01/2022 13:00,14.99,13.45,170.87296,0.49901104,3.3775444,1.2703646,64.01028,54
12/01/2022 14:00,14.99,13.45,171.17467,0.3852283,3.6252913,1.2718172,64.29239,54
12/01/2022 15:00,14.99,13.45,172.64929,0.2576856,4.000472,1.2803862,64.06672,54
12/01/2022 16:00,14.99,13.45,174.93213,0.15941082,4.464432,1.2953821,63.38148,54
12/01/2022 17:00,14.99,13.45,177.56348,0.120245814,4.835347,1.3170427,62.419285,54
12/01/2022 18:00,14.99,13.45,179.82652,0.11776588,4.987089,1.3442321,61.633522,54
12/01/2022 19:00,14.99,13.45,181.45122,0.117487974,4.9270215,1.363012,61.048035,54
12/01/2022 20:00,14.99,13.45,182.03888,0.10800011,4.7658772,1.3690436,60.786755,54
12/01/2022 21:00,14.99,13.45,181.72273,0.09591248,4.532288,1.3702359,60.63351,54
12/01/2022 22:00,14.99,13.45,181.07774,0.08058324,4.293678,1.3592976,60.595795,54
